[run number],operating-cost,[reporter],[final],[min],[max],[mean],[total steps]
170,,count sellers,1,1,20,3.629370629370629,1000
170,,exited-sellers,19,0,19,16.37062937062937,1000
170,,survival-rate,0.05,0.05,1,0.18146853146853814,1000
170,,mean-cash,-39000,-39000,1000,-17381.798994864057,1000
170,,mean-debt,0,0,7000,1591.185751200736,1000
170,,mean-buyer-budget,42.35,42.35,661.1,44.76133866133779,1000
170,,count offers,4,1,29,5.951048951048951,1000
170,,link-loss,37,0,37,31.369630369630368,1000
170,,mean-complexity,9,3.9,9,6.4216840380177,1000
171,40,[step],1000,0,1000,500,1000
171,,count sellers,0,0,20,2.6053946053946055,1000
171,,exited-sellers,20,0,20,17.394605394605396,1000
171,,survival-rate,0,0,1,0.13026973026973038,1000
171,,mean-cash,0,-1244.1666666666667,1000,41.92722874029067,1000
171,,mean-debt,0,0,17000,3592.951566415602,1000
171,,mean-buyer-budget,44.2,44.2,595.45,46.02942057942008,1000
171,,count offers,0,0,36,5.21978021978022,1000
171,,link-loss,46,0,46,39.25074925074925,1000
171,,mean-complexity,0,0,6.333333333333333,1.8061045181924316,1000
172,40,[step],1000,0,1000,500,1000
172,,count sellers,0,0,20,2.341658341658342,1000
172,,exited-sellers,20,0,20,17.65834165834166,1000
172,,survival-rate,0,0,1,0.11708291708291689,1000
172,,mean-cash,0,0,1000,63.92715675932457,1000
172,,mean-debt,0,0,9000,1059.3288704302688,1000
172,,mean-buyer-budget,36.1,36.1,539.85,37.85074925074851,1000
172,,count offers,0,0,28,2.6793206793206794,1000
172,,link-loss,28,0,28,25.15284715284715,1000
172,,mean-complexity,0,0,5.230769230769231,1.1977330361945762,1000
173,40,[step],1000,0,1000,500,1000
173,,count sellers,2,2,20,4.060939060939061,1000
173,,exited-sellers,18,0,18,15.939060939060939,1000
173,,survival-rate,0.1,0.1,1,0.2030469530469493,1000
173,,mean-cash,0,0,1000,244.4264882705817,1000
173,,mean-debt,39000,0,39000,19215.20971397345,1000
173,,mean-buyer-budget,48.25,48.25,592,50.22427572427572,1000
173,,count offers,13,2,38,11.918081918081919,1000
173,,link-loss,40,0,40,34.52247752247752,1000
173,,mean-complexity,8.5,3.7,8.5,6.603229249383101,1000
174,40,[step],1000,0,1000,500,1000
174,,count sellers,0,0,20,2.5284715284715285,1000
174,,exited-sellers,20,0,20,17.471528471528472,1000
174,,survival-rate,0,0,1,0.1264235764235752,1000
174,,mean-cash,0,-277.14285714285717,1000,113.12577877500455,1000
174,,mean-debt,0,0,19000,4547.668373917125,1000
174,,mean-buyer-budget,40.5,40.5,610.5,42.72902097902098,1000
174,,count offers,0,0,38,4.380619380619381,1000
174,,link-loss,42,0,42,36.366633366633366,1000
174,,mean-complexity,0,0,8,3.220744240774211,1000
175,40,[step],1000,0,1000,500,1000
175,,count sellers,1,1,20,3.877122877122877,1000
175,,exited-sellers,19,0,19,16.122877122877124,1000
175,,survival-rate,0.05,0.05,1,0.19385614385614558,1000
175,,mean-cash,0,-3733.3333333333335,1000,-370.92667302935183,1000
175,,mean-debt,39000,0,39000,18609.887406965325,1000
175,,mean-buyer-budget,47.5,47.5,686.25,49.917582417582416,1000
175,,count offers,0,0,29,5.536463536463536,1000
175,,link-loss,37,0,37,29.82017982017982,1000
175,,mean-complexity,4,3,6.333333333333333,4.711980335681632,1000
176,40,[step],1000,0,1000,500,1000
176,,count sellers,0,0,20,3.7082917082917084,1000
176,,exited-sellers,20,0,20,16.291708291708293,1000
176,,survival-rate,0,0,1,0.185414585414591,1000
176,,mean-cash,0,-1932.857142857143,1000,-48.25167701928443,1000
176,,mean-debt,0,0,31000,11927.052655137071,1000
176,,mean-buyer-budget,42.6,42.6,587.6,44.461888111887255,1000
176,,count offers,0,0,39,8.234765234765234,1000
176,,link-loss,53,0,53,41.18581418581419,1000
176,,mean-complexity,0,0,9,5.960623583875334,1000
177,40,[step],1000,0,1000,500,1000
177,,count sellers,0,0,20,3.5744255744255744,1000
177,,exited-sellers,20,0,20,16.425574425574425,1000
177,,survival-rate,0,0,1,0.17872127872128396,1000
177,,mean-cash,0,0,1000,218.74496831839468,1000
177,,mean-debt,0,0,34000,14663.392884172106,1000
177,,mean-buyer-budget,55.4,55.4,607.9,57.60279720279821,1000
177,,count offers,0,0,41,12.947052947052947,1000
177,,link-loss,69,0,69,49.2997002997003,1000
177,,mean-complexity,0,0,10,6.887874235876245,1000
178,40,[step],1000,0,1000,500,1000
178,,count sellers,1,1,20,3.0259740259740258,1000
178,,exited-sellers,19,0,19,16.974025974025974,1000
178,,survival-rate,0.05,0.05,1,0.15129870129870598,1000
178,,mean-cash,0,0,1000,242.16084510727376,1000
178,,mean-debt,39000,0,39000,19224.121116978262,1000
178,,mean-buyer-budget,48.4,48.4,543.4,50.130769230770156,1000
178,,count offers,5,0,35,3.9100899100899102,1000
178,,link-loss,35,0,35,30.918081918081917,1000
178,,mean-complexity,9,4.1,9,6.559902002759145,1000
179,40,[step],1000,0,1000,500,1000
179,,count sellers,0,0,20,2.775224775224775,1000
179,,exited-sellers,20,0,20,17.224775224775225,1000
179,,survival-rate,0,0,1,0.13876123876124005,1000
179,,mean-cash,0,-137,1000,141.10129264674717,1000
179,,mean-debt,0,0,23500,7017.049941400591,1000
179,,mean-buyer-budget,48.65,48.65,528.65,50.282117882118804,1000
179,,count offers,0,0,32,2.944055944055944,1000
179,,link-loss,35,0,35,30.813186813186814,1000
179,,mean-complexity,0,0,6.5,3.6364656988033603,1000
180,40,[step],1000,0,1000,500,1000
180,,count sellers,0,0,20,2.3606393606393605,1000
180,,exited-sellers,20,0,20,17.63936063936064,1000
180,,survival-rate,0,0,1,0.118031968031968,1000
180,,mean-cash,0,-255,1000,64.18522880161244,1000
180,,mean-debt,0,0,11000,1548.2839865207497,1000
180,,mean-buyer-budget,68.15,68.15,656.9,70.43521478521535,1000
180,,count offers,0,0,44,4.071928071928072,1000
180,,link-loss,56,0,56,49.58041958041958,1000
180,,mean-complexity,0,0,8,1.7701900774328323,1000
181,50,[step],1000,0,1000,500,1000
181,,count sellers,0,0,20,1.94005994005994,1000
181,,exited-sellers,20,0,20,18.05994005994006,1000
181,,survival-rate,0,0,1,0.09700299700299637,1000
181,,mean-cash,0,-10120,1000,-787.3868892859279,1000
181,,mean-debt,0,0,5500,720.8558535481611,1000
181,,mean-buyer-budget,42.2,42.2,542.2,43.94950049950012,1000
181,,count offers,0,0,25,2.5794205794205793,1000
181,,link-loss,32,0,32,28.223776223776223,1000
181,,mean-complexity,0,0,9,1.6045618911003527,1000
182,50,[step],1000,0,1000,500,1000
182,,count sellers,0,0,20,1.7182817182817183,1000
182,,exited-sellers,20,0,20,18.28171828171828,1000
182,,survival-rate,0,0,1,0.0859140859140858,1000
182,,mean-cash,0,-698,1000,18.433887541030398,1000
182,,mean-debt,0,0,7500,566.4942200656486,1000
182,,mean-buyer-budget,38.85,38.85,730.1,41.63471528471445,1000
182,,count offers,0,0,26,2.113886113886114,1000
182,,link-loss,27,0,27,24.759240759240758,1000
182,,mean-complexity,0,0,5.333333333333333,0.7451703058845914,1000
183,50,[step],1000,0,1000,500,1000
183,,count sellers,1,1,20,3.5234765234765235,1000
183,,exited-sellers,19,0,19,16.476523476523475,1000
183,,survival-rate,0.05,0.05,1,0.1761738261738274,1000
183,,mean-cash,0,-15750,1000,-5148.1264065327505,1000
183,,mean-debt,49000,0,49000,18838.67757561564,1000
183,,mean-buyer-budget,57.45,57.45,573.7,59.4055444555434,1000
183,,count offers,7,0,32,6.905094905094905,1000
183,,link-loss,43,0,43,36.70629370629371,1000
183,,mean-complexity,8,3.5,8,6.34031449874357,1000
184,50,[step],1000,0,1000,500,1000
184,,count sellers,1,1,20,3.6073926073926073,1000
184,,exited-sellers,19,0,19,16.392607392607392,1000
184,,survival-rate,0.05,0.05,1,0.18036963036963422,1000
184,,mean-cash,-47020,-47020,1000,-17566.697481090338,1000
184,,mean-debt,1500,0,16000,6135.742233956517,1000
184,,mean-buyer-budget,53.3,53.3,625.8,55.53651348651442,1000
184,,count offers,10,10,20,12.254745254745254,1000
184,,link-loss,31,0,31,24.455544455544455,1000
184,,mean-complexity,10,3.45,10,7.282216592930877,1000
185,50,[step],1000,0,1000,500,1000
185,,count sellers,0,0,20,2.5054945054945055,1000
185,,exited-sellers,20,0,20,17.494505494505493,1000
185,,survival-rate,0,0,1,0.1252747252747243,1000
185,,mean-cash,0,-947.5,1000,75.78685687439435,1000
185,,mean-debt,0,0,24000,5843.80123705798,1000
185,,mean-buyer-budget,51.25,51.25,606.25,53.196803196803195,1000
185,,count offers,0,0,45,8.570429570429571,1000
185,,link-loss,58,0,58,45.7972027972028,1000
185,,mean-complexity,0,0,10,3.6516657612561696,1000
186,50,[step],1000,0,1000,500,1000
186,,count sellers,0,0,20,1.6713286713286712,1000
186,,exited-sellers,20,0,20,18.32867132867133,1000
186,,survival-rate,0,0,1,0.08356643356643341,1000
186,,mean-cash,0,-106.66666666666667,1000,30.58756683432008,1000
186,,mean-debt,0,0,6500,440.16196646066777,1000
186,,mean-buyer-budget,54.2,54.2,479.2,55.55864135864044,1000
186,,count offers,0,0,28,1.832167832167832,1000
186,,link-loss,28,0,28,25.632367632367632,1000
186,,mean-complexity,0,0,5,0.6668287700755232,1000
187,50,[step],1000,0,1000,500,1000
187,,count sellers,0,0,20,2.4365634365634365,1000
187,,exited-sellers,20,0,20,17.563436563436564,1000
187,,survival-rate,0,0,1,0.12182817182817195,1000
187,,mean-cash,0,-13670,1000,-855.5922567068297,1000
187,,mean-debt,0,0,8833.333333333334,1549.0584714985314,1000
187,,mean-buyer-budget,42.15,42.15,705.9,44.689960039960916,1000
187,,count offers,0,0,40,5.558441558441558,1000
187,,link-loss,43,0,43,36.97802197802198,1000
187,,mean-complexity,0,0,7,1.9992979048923145,1000
188,50,[step],1000,0,1000,500,1000
188,,count sellers,0,0,20,2.7662337662337664,1000
188,,exited-sellers,20,0,20,17.233766233766232,1000
188,,survival-rate,0,0,1,0.13831168831168955,1000
188,,mean-cash,0,-35910,1000,-13415.428763113638,1000
188,,mean-debt,0,0,2406.25,989.5516979837065,1000
188,,mean-buyer-budget,51.75,51.75,671.75,53.93281718281718,1000
188,,count offers,0,0,26,8.896103896103897,1000
188,,link-loss,35,0,35,24.45154845154845,1000
188,,mean-complexity,0,0,10,6.4521282766126165,1000
189,50,[step],1000,0,1000,500,1000
189,,count sellers,0,0,20,3.197802197802198,1000
189,,exited-sellers,20,0,20,16.802197802197803,1000
189,,survival-rate,0,0,1,0.15989010989011468,1000
189,,mean-cash,0,-38670,1000,-14925.418694581032,1000
189,,mean-debt,0,0,5000,1588.194342564972,1000
189,,mean-buyer-budget,46.15,46.15,632.4,48.32407592407684,1000
189,,count offers,0,0,30,6.183816183816184,1000
189,,link-loss,40,0,40,29.182817182817182,1000
189,,mean-complexity,0,0,9,5.592470230956744,1000
190,50,[step],1000,0,1000,500,1000
190,,count sellers,0,0,20,2.4525474525474524,1000
190,,exited-sellers,20,0,20,17.547452547452547,1000
190,,survival-rate,0,0,1,0.12262737262737204,1000
190,,mean-cash,0,-1322.5,1000,-16.30408418930191,1000
190,,mean-debt,0,0,17500,3028.2370529267014,1000
190,,mean-buyer-budget,56.2,56.2,631.2,58.277922077921055,1000
190,,count offers,0,0,31,3.174825174825175,1000
190,,link-loss,35,0,35,30.693306693306692,1000
190,,mean-complexity,0,0,6,1.9272913021958107,1000
191,50,[step],1000,0,1000,500,1000
191,,count sellers,1,1,20,2.5074925074925076,1000
191,,exited-sellers,19,0,19,17.492507492507492,1000
191,,survival-rate,0.05,0.05,1,0.12537462537462263,1000
191,,mean-cash,0,-156.66666666666666,1000,224.45876345876346,1000
191,,mean-debt,49000,0,49000,24205.133755133753,1000
191,,mean-buyer-budget,49.35,49.35,523.1,51.06078921078828,1000
191,,count offers,4,0,30,4.378621378621379,1000
191,,link-loss,30,0,30,27.594405594405593,1000
191,,mean-complexity,7,3.75,7,5.344211344211344,1000
192,50,[step],1000,0,1000,500,1000
192,,count sellers,1,1,20,3.043956043956044,1000
192,,exited-sellers,19,0,19,16.956043956043956,1000
192,,survival-rate,0.05,0.05,1,0.15219780219780688,1000
192,,mean-cash,-47500,-47500,1000,-22796.853795014507,1000
192,,mean-debt,1500,0,6000,1190.4858877386346,1000
192,,mean-buyer-budget,58.35,58.35,544.6,59.865984015983,1000
192,,count offers,9,0,19,3.6923076923076925,1000
192,,link-loss,20,0,20,18.14185814185814,1000
192,,mean-complexity,8,4,8,5.9350442292749985,1000
193,50,[step],1000,0,1000,500,1000
193,,count sellers,0,0,20,2.253746253746254,1000
193,,exited-sellers,20,0,20,17.746253746253746,1000
193,,survival-rate,0,0,1,0.11268731268731212,1000
193,,mean-cash,0,-1818.75,1000,-10.958615823625822,1000
193,,mean-debt,0,0,13500,1787.5702372330743,1000
193,,mean-buyer-budget,42.95,42.95,609.2,44.91053946053903,1000
193,,count offers,0,0,30,3.015984015984016,1000
193,,link-loss,37,0,37,32.88511488511489,1000
193,,mean-complexity,0,0,7,1.5765742305202843,1000
194,50,[step],1000,0,1000,500,1000
194,,count sellers,0,0,20,2.1648351648351647,1000
194,,exited-sellers,20,0,20,17.835164835164836,1000
194,,survival-rate,0,0,1,0.10824175824175718,1000
194,,mean-cash,0,-626,1000,84.85839878846872,1000
194,,mean-debt,0,0,23000,5369.760765652374,1000
194,,mean-buyer-budget,39.3,39.3,656.8,41.56523476523499,1000
194,,count offers,0,0,25,2.991008991008991,1000
194,,link-loss,27,0,27,23.483516483516482,1000
194,,mean-complexity,0,0,7,2.86547659799408,1000
195,50,[step],1000,0,1000,500,1000
195,,count sellers,0,0,20,1.7262737262737262,1000
195,,exited-sellers,20,0,20,18.273726273726275,1000
195,,survival-rate,0,0,1,0.08631368631368631,1000
195,,mean-cash,0,-995,1000,12.715596324597605,1000
195,,mean-debt,0,0,5000,252.15606818305582,1000
195,,mean-buyer-budget,41.35,41.35,681.35,43.73761238761153,1000
195,,count offers,0,0,36,2.078921078921079,1000
195,,link-loss,40,0,40,36.616383616383615,1000
195,,mean-complexity,0,0,5.666666666666667,0.5711893417937373,1000
196,50,[step],1000,0,1000,500,1000
196,,count sellers,0,0,20,1.922077922077922,1000
196,,exited-sellers,20,0,20,18.07792207792208,1000
196,,survival-rate,0,0,1,0.0961038961038956,1000
196,,mean-cash,0,-8670,1000,-511.2812039151325,1000
196,,mean-debt,0,0,5500,616.716427511882,1000
196,,mean-buyer-budget,46.65,46.65,639.15,48.92897102897195,1000
196,,count offers,0,0,42,4.945054945054945,1000
196,,link-loss,52,0,52,45.637362637362635,1000
196,,mean-complexity,0,0,10,1.5950275373976672,1000
197,50,[step],1000,0,1000,500,1000
197,,count sellers,0,0,20,2.723276723276723,1000
197,,exited-sellers,20,0,20,17.276723276723278,1000
197,,survival-rate,0,0,1,0.13616383616383726,1000
197,,mean-cash,0,-23700,1000,-3795.9963157263983,1000
197,,mean-debt,0,0,11000,2777.420564783202,1000
197,,mean-buyer-budget,47.5,47.5,657.5,49.6491008991009,1000
197,,count offers,0,0,24,3.102897102897103,1000
197,,link-loss,26,0,26,22.397602397602398,1000
197,,mean-complexity,0,0,5625,2.7253204670787086,1000
198,50,[step],1000,0,1000,500,1000
198,,count sellers,0,0,20,1.7902097902097902,1000
198,,exited-sellers,20,0,20,18.20979020979021,1000
198,,survival-rate,0,0,1,0.08951048951048958,1000
198,,mean-cash,0,-735,1000,-2.0776847611263207,1000
198,,mean-debt,0,0,6500,396.5949634780804,1000
198,,mean-buyer-budget,54.7,54.7,675.95,56.987712287711304,1000
198,,count offers,0,0,25,2.092907092907093,1000
198,,link-loss,27,0,27,24.47052947052947,1000
198,,mean-complexity,0,0,6.5,0.8040871466196143,1000
199,50,[step],1000,0,1000,500,1000
199,,count sellers,0,0,20,2.033966033966034,1000
199,,exited-sellers,20,0,20,17.966033966033965,1000
199,,survival-rate,0,0,1,0.1016983016983015,1000
199,,mean-cash,0,-202.1153846153846,1000,54.11412638310739,1000
199,,mean-debt,0,0,12500,1599.8422323597147,1000
199,,mean-buyer-budget,31.7,31.7,452.95,33.027422577423074,1000
199,,count offers,0,0,20,1.6133866133866135,1000
199,,link-loss,20,0,20,17.975024975024976,1000
199,,mean-complexity,0,0,5.111111111111111,1.025362912700576,1000
200,50,[step],1000,0,1000,500,1000
200,,count sellers,1,1,20,3.5344655344655345,1000
200,,exited-sellers,19,0,19,16.465534465534464,1000
200,,survival-rate,0.05,0.05,1,0.1767232767232826,1000
200,,mean-cash,90,18,1000,258.95130453113643,1000
200,,mean-debt,49000,0,49000,24188.98185596634,1000
200,,mean-buyer-budget,35.4,35.4,605.4,37.489160839161585,1000
200,,count offers,10,7,24,10.842157842157842,1000
200,,link-loss,36,0,36,29.98001998001998,1000
200,,mean-complexity,9,3.55,9,7.1707392406487465,1000
201,50,[step],1000,0,1000,500,1000
201,,count sellers,0,0,20,2.131868131868132,1000
201,,exited-sellers,20,0,20,17.86813186813187,1000
201,,survival-rate,0,0,1,0.10659340659340641,1000
201,,mean-cash,0,-187.5,1000,55.32619184567237,1000
201,,mean-debt,0,0,11500,1366.1073913321663,1000
201,,mean-buyer-budget,36.7,36.7,690.45,39.35984015984009,1000
201,,count offers,0,0,20,1.1518481518481518,1000
201,,link-loss,24,0,24,22.013986013986013,1000
201,,mean-complexity,0,0,4.5,0.9971038562946656,1000
202,50,[step],1000,0,1000,500,1000
202,,count sellers,0,0,20,2.6693306693306695,1000
202,,exited-sellers,20,0,20,17.33066933066933,1000
202,,survival-rate,0,0,1,0.13346653346653523,1000
202,,mean-cash,0,-7250,1000,-671.4779225103902,1000
202,,mean-debt,0,0,21000,3708.875350839636,1000
202,,mean-buyer-budget,44.6,44.6,528.35,46.40569430569342,1000
202,,count offers,0,0,32,4.1918081918081915,1000
202,,link-loss,44,0,44,37.33766233766234,1000
202,,mean-complexity,0,0,6,2.171515767782006,1000
203,50,[step],1000,0,1000,500,1000
203,,count sellers,0,0,20,2.4095904095904097,1000
203,,exited-sellers,20,0,20,17.59040959040959,1000
203,,survival-rate,0,0,1,0.12047952047951846,1000
203,,mean-cash,0,-9615,1000,-2046.0690218456202,1000
203,,mean-debt,0,0,22500,3062.1289341693937,1000
203,,mean-buyer-budget,42.05,42.05,698.3,44.67487512487555,1000
203,,count offers,0,0,33,3.7832167832167833,1000
203,,link-loss,37,0,37,31.794205794205794,1000
203,,mean-complexity,0,0,9,3.1614741568787523,1000
204,50,[step],1000,0,1000,500,1000
204,,count sellers,1,1,20,2.8591408591408594,1000
204,,exited-sellers,19,0,19,17.140859140859142,1000
204,,survival-rate,0.05,0.05,1,0.1429570429570446,1000
204,,mean-cash,-47000,-47000,1000,-22170.689020935773,1000
204,,mean-debt,2000,0,6250,1803.9385398151633,1000
204,,mean-buyer-budget,36.65,36.65,609.15,38.73916083916161,1000
204,,count offers,4,4,46,8.136863136863138,1000
204,,link-loss,44,0,44,39.23376623376623,1000
204,,mean-complexity,7,4.3,7,6.733287707963032,1000
205,50,[step],1000,0,1000,500,1000
205,,count sellers,0,0,20,1.9610389610389611,1000
205,,exited-sellers,20,0,20,18.038961038961038,1000
205,,survival-rate,0,0,1,0.09805194805194753,1000
205,,mean-cash,0,-833.3333333333334,1000,34.505554385674266,1000
205,,mean-debt,0,0,12500,1581.0282811593997,1000
205,,mean-buyer-budget,44.75,44.75,649.75,46.916583416583414,1000
205,,count offers,0,0,27,2.038961038961039,1000
205,,link-loss,36,0,36,32.66433566433567,1000
205,,mean-complexity,0,0,5,1.2251878574306148,1000
206,50,[step],1000,0,1000,500,1000
206,,count sellers,0,0,20,1.881118881118881,1000
206,,exited-sellers,20,0,20,18.11888111888112,1000
206,,survival-rate,0,0,1,0.09405594405594378,1000
206,,mean-cash,0,-868,1000,19.832877783083834,1000
206,,mean-debt,0,0,9000,800.3754411034631,1000
206,,mean-buyer-budget,47.9,47.9,704.15,50.55359640359735,1000
206,,count offers,0,0,32,2.6093906093906094,1000
206,,link-loss,37,0,37,33.44955044955045,1000
206,,mean-complexity,0,0,5.555555555555555,0.8684706929212425,1000
207,50,[step],1000,0,1000,500,1000
207,,count sellers,0,0,20,3.4845154845154847,1000
207,,exited-sellers,20,0,20,16.515484515484516,1000
207,,survival-rate,0,0,1,0.17422577422577606,1000
207,,mean-cash,0,-32700,1000,-9608.826682779982,1000
207,,mean-debt,0,0,9333.333333333334,2383.6014412937498,1000
207,,mean-buyer-budget,46.2,46.2,503.7,47.752197802197216,1000
207,,count offers,0,0,34,12.995004995004996,1000
207,,link-loss,48,0,48,31.794205794205794,1000
207,,mean-complexity,0,0,9.5,5.3145035672508305,1000
208,50,[step],1000,0,1000,500,1000
208,,count sellers,1,1,20,3.1178821178821177,1000
208,,exited-sellers,19,0,19,16.882117882117882,1000
208,,survival-rate,0.05,0.05,1,0.1558941058941112,1000
208,,mean-cash,-48290,-48290,1000,-21543.04083630045,1000
208,,mean-debt,500,0,9500,2289.240033470803,1000
208,,mean-buyer-budget,43.3,43.3,534.55,44.93836163836207,1000
208,,count offers,10,1,24,9.08891108891109,1000
208,,link-loss,26,0,26,23.282717282717282,1000
208,,mean-complexity,10,3.65,10,8.008629404783251,1000
209,50,[step],1000,0,1000,500,1000
209,,count sellers,0,0,20,2.942057942057942,1000
209,,exited-sellers,20,0,20,17.057942057942057,1000
209,,survival-rate,0,0,1,0.1471028971028973,1000
209,,mean-cash,0,-9350,1000,-1887.7419184628232,1000
209,,mean-debt,0,0,24000,3858.601166149868,1000
209,,mean-buyer-budget,48.75,48.75,605,50.6993006993007,1000
209,,count offers,0,0,19,3.6713286713286712,1000
209,,link-loss,31,0,31,24.466533466533466,1000
209,,mean-complexity,0,0,7.5,3.1267370574813156,1000
210,50,[step],1000,0,1000,500,1000
210,,count sellers,0,0,20,3.6513486513486515,1000
210,,exited-sellers,20,0,20,16.348651348651348,1000
210,,survival-rate,0,0,1,0.1825674325674342,1000
210,,mean-cash,0,-36550,1000,-9374.577272183915,1000
210,,mean-debt,0,0,15000,5476.357802481678,1000
210,,mean-buyer-budget,28.65,28.65,591.15,30.669230769231344,1000
210,,count offers,0,0,15,1.6963036963036964,1000
210,,link-loss,18,0,18,15.267732267732267,1000
210,,mean-complexity,0,0,7.5,4.5603191014779405,1000
